Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
5/11/2023,1206315217,460448.9,128989.61,151660.08,7514.91,146664.38,NA,NA,NA,conventional,Philadelphia
5/11/2023,0.983847798,1161392.3,722782.73,155002.29,15301.43,247839.52,NA,NA,NA,conventional,PhoenixTucson
5/11/2023,1353902891,106814.97,61090.71,4029.87,53.42,31726.74,NA,NA,NA,conventional,Pittsburgh
5/11/2023,1260558551,529226.55,306699.56,83732.81,22136.46,88544.82,NA,NA,NA,conventional,Portland
5/11/2023,147372322,65837.63,5926.41,43377.28,0,15238.91,NA,NA,NA,conventional,Providence
5/11/2023,1137700604,415073.03,208902.69,71573.63,300.07,95978.4,NA,NA,NA,conventional,RaleighGreensboro
5/11/2023,0.974308282,307250.93,159411.64,62841.6,75.75,65106.42,NA,NA,NA,conventional,RichmondNorfolk
5/11/2023,0.872045072,209154.4,130138.2,29795.88,463.64,38581.47,NA,NA,NA,conventional,Roanoke
5/11/2023,0.987465677,502497.7,287552.26,109920.57,2485.4,97671.71,NA,NA,NA,conventional,Sacramento
5/11/2023,1248854684,483830.4,284177.78,31874.54,53120.22,102073.87,NA,NA,NA,conventional,SanDiego
5/11/2023,1033672447,810759.07,627585.21,60935.62,3785.44,99383.82,NA,NA,NA,conventional,SanFrancisco
5/11/2023,131763792,520083.8,285669.23,105175.96,12199.86,84016.1,NA,NA,NA,conventional,Seattle
5/11/2023,1120917804,479325.98,270150.65,49574.1,109.24,125564.42,NA,NA,NA,conventional,SouthCarolina
5/11/2023,1132676902,71334.94,44247.34,12260.51,17.24,11519.49,NA,NA,NA,conventional,Spokane
5/11/2023,0.948753964,184970.32,125055.16,12831.54,76.39,41947.35,NA,NA,NA,conventional,StLouis
5/11/2023,1137077723,71759.22,10849.16,31557.23,248.18,26738.51,NA,NA,NA,conventional,Syracuse
5/11/2023,1052229719,575755.56,374752.5,3696.12,24.4,172304.15,NA,NA,NA,conventional,Tampa
5/11/2023,0.999250826,119688.4,84264.36,16202.94,850.6,17338.32,NA,NA,NA,conventional,Toledo
5/11/2023,0.894084195,764806.1,416684.68,53186.51,5728.19,221310.43,NA,NA,NA,conventional,WestTexNewMexico
5/11/2023,0.900909396,96603.77,59862.26,13575.52,4.73,13627.09,NA,NA,NA,conventional,Wichita
5/11/2023,1150927478,5536527.88,3409020.38,479864.46,452970,1026274.21,NA,NA,NA,conventional,California
5/11/2023,1043416566,3441277.98,2008620.76,657450.29,83854.15,649995.29,NA,NA,NA,conventional,GreatLakes
5/11/2023,1099155795,3743423.53,1933796.36,615112.63,4931.84,893325.9,NA,NA,NA,conventional,Midsouth
5/11/2023,1341357123,4165445.39,749683.19,2027365.02,20899.23,1170931.8,NA,NA,NA,conventional,Northeast
5/11/2023,0.99784864,1702763.85,1008060.94,228441.41,8629.06,314725.99,NA,NA,NA,conventional,Plains
5/11/2023,0.825719736,4983259.4,2948033.58,352017.24,11235.03,1033375.9,NA,NA,NA,conventional,SouthCentral
5/11/2023,1124089963,4771745.32,3094944.35,176413,439.31,1301995.1,NA,NA,NA,conventional,Southeast
5/11/2023,1097305729,6146419.89,3437301.23,1038227.87,103646.1,1350872.51,NA,NA,NA,conventional,West
5/11/2023,1089767826,34490863.24,18589460.79,5574891.93,686604.72,7741496.71,NA,NA,NA,conventional,TotalUS
5/11/2023,1589128543,3362.71,227.8,248.04,0,2728.1,NA,NA,NA,organic,Albany
5/11/2023,1161631815,56145.32,28.3,10904.43,0,45212.6,NA,NA,NA,organic,Atlanta
5/11/2023,1632496528,52272.12,207.03,7904.83,5.79,36328.5,NA,NA,NA,organic,BaltimoreWashington
5/11/2023,1155072119,19423.62,33.56,470.67,0,18919.38,NA,NA,NA,organic,BirminghamMontgomery
5/11/2023,2289299368,3494.43,14.99,2487.19,0,992.25,NA,NA,NA,organic,Boise
5/11/2023,1670217473,30586.13,265.65,1583.24,0,20825.66,NA,NA,NA,organic,Boston
5/11/2023,1640893031,12567.97,339.58,61.06,0,12072.83,NA,NA,NA,organic,BuffaloRochester
5/11/2023,1482799614,21129.42,53.89,2583.51,4.4,18487.62,NA,NA,NA,organic,Charlotte
5/11/2023,1831355279,35815.52,392.15,27461.12,0,5111.5,NA,NA,NA,organic,Chicago
5/11/2023,2502756975,10222.87,70.99,6927.89,0,3170.45,NA,NA,NA,organic,CincinnatiDayton
5/11/2023,2235201715,6811.24,1050.09,3428.34,0,2200.5,NA,NA,NA,organic,Columbus
5/11/2023,1261830269,42546.78,18244.39,520.56,0,21263.2,NA,NA,NA,organic,DallasFtWorth
5/11/2023,152899124,29805.21,22417.16,723.05,0,5093.16,NA,NA,NA,organic,Denver
5/11/2023,2128750854,10428.53,455.62,4947.12,0,4546.99,NA,NA,NA,organic,Detroit
5/11/2023,1474966453,4269.27,52.84,485.12,0,3514.3,NA,NA,NA,organic,GrandRapids
5/11/2023,1063360459,30989.15,113.7,375.57,0,30045.78,NA,NA,NA,organic,HarrisburgScranton
5/11/2023,1852605362,16113.9,418.34,4569.76,0,6451.94,NA,NA,NA,organic,HartfordSpringfield
5/11/2023,1165353973,25075.06,15326,111.87,0,9084.08,NA,NA,NA,organic,Houston
5/11/2023,2171017836,5680.64,192,3042.33,0,1948.61,NA,NA,NA,organic,Indianapolis
5/11/2023,190538733,8307.4,69.44,110.77,0,8127.19,NA,NA,NA,organic,Jacksonville
5/11/2023,1717408219,13734.7,5804.61,3509.59,0,3985.8,NA,NA,NA,organic,LasVegas
5/11/2023,1593840938,107602.98,60729.62,5077.14,0,31813.87,NA,NA,NA,organic,LosAngeles
5/11/2023,2190823014,4606.03,10.57,2969.23,0,1619.93,NA,NA,NA,organic,Louisville
5/11/2023,1589260984,40380.9,302.42,356.05,0,39722.43,NA,NA,NA,organic,MiamiFtLauderdale
5/11/2023,1943742753,16650.08,51.58,7268.38,0,9049.77,NA,NA,NA,organic,Nashville
5/11/2023,163828962,13526.75,1984.88,331.23,0,11108.92,NA,NA,NA,organic,NorthernNewEngland
5/11/2023,1332886446,12224.94,246.13,16.13,0,11962.68,NA,NA,NA,organic,NewOrleans
5/11/2023,1436365447,129045.37,5950.84,8989.54,0,84076.73,NA,NA,NA,organic,NewYork
5/11/2023,1781235535,23799.92,233.36,71.4,0,23495.16,NA,NA,NA,organic,Orlando
5/11/2023,1747228681,2668.16,13.24,892.43,0,1598.7,NA,NA,NA,organic,PeoriaSpringfield
5/11/2023,1261821377,45624.44,1437.92,3418.53,0,36642.06,NA,NA,NA,organic,Philadelphia
5/11/2023,1579076969,27297.36,8937.42,6842.99,0,10342,NA,NA,NA,organic,PhoenixTucson
5/11/2023,1681546215,4751.08,1550.19,5.62,0,2751.11,NA,NA,NA,organic,Pittsburgh
5/11/2023,2610571528,20405.81,19.33,17548.33,0,2491.65,NA,NA,NA,organic,Portland
5/11/2023,143456278,5187.59,13.96,28.9,0,3360.91,NA,NA,NA,organic,Providence
5/11/2023,1385580551,28287.11,261.92,2015.49,1.06,25539.28,NA,NA,NA,organic,RaleighGreensboro
5/11/2023,1296589861,24105.92,0,2804.48,2.13,21104.01,NA,NA,NA,organic,RichmondNorfolk
5/11/2023,1690680225,9342.08,0,2747.59,0,6594.49,NA,NA,NA,organic,Roanoke
5/11/2023,1797329165,15250.15,4809.39,1091.56,0,9349.19,NA,NA,NA,organic,Sacramento
5/11/2023,1952489853,17261.18,10377.84,875.11,0,3822.13,NA,NA,NA,organic,SanDiego
5/11/2023,1961510974,56542.88,24403.51,2424.99,0,29714.38,NA,NA,NA,organic,SanFrancisco
5/11/2023,2788058688,33424.34,1509.24,26731.32,32.6,4114.82,NA,NA,NA,organic,Seattle
5/11/2023,1305010824,35647.59,284.26,3263.97,0,32099.36,NA,NA,NA,organic,SouthCarolina
5/11/2023,2539431093,2261.56,70.41,1486.74,0,672.92,NA,NA,NA,organic,Spokane
5/11/2023,2015759004,4774.17,770.39,1263.16,0,2469.71,NA,NA,NA,organic,StLouis
5/11/2023,1655209023,5185.4,258.96,122.91,0,4701.63,NA,NA,NA,organic,Syracuse
5/11/2023,1558273494,22859.85,250.29,52.5,0,22557.06,NA,NA,NA,organic,Tampa
5/11/2023,2101095735,3031.7,26.56,1514.85,0,1490.3,NA,NA,NA,organic,Toledo
5/11/2023,1547547258,35476.24,18465.4,1232.24,0,15246.25,NA,NA,NA,organic,WestTexNewMexico
5/11/2023,1192876302,3904.3,1704.22,19.17,0,2073.81,NA,NA,NA,organic,Wichita
5/11/2023,1734741149,247599.01,121090.69,11383.43,0,102805.25,NA,NA,NA,organic,California
5/11/2023,1919898032,115338.56,4496.77,64484.68,0,40328.67,NA,NA,NA,organic,GreatLakes
5/11/2023,1513561026,244232.98,1036.45,42535.8,13.94,190635.68,NA,NA,NA,organic,Midsouth
5/11/2023,144841702,317877.24,13964.4,20786.13,0,230983.02,NA,NA,NA,organic,Northeast
5/11/2023,1440222556,55135.06,12179.7,2057.22,0,32488.75,NA,NA,NA,organic,Plains
5/11/2023,1279281242,172473.13,53737.22,3694.09,0,110089.54,NA,NA,NA,organic,SouthCentral
5/11/2023,1374803484,282428.09,1486.22,19949.41,0,260989.32,NA,NA,NA,organic,Southeast
5/11/2023,1972252551,220570.59,74484.68,81483.23,34.26,59074.48,NA,NA,NA,organic,West
5/11/2023,1573028046,1655654.66,282476.13,246373.98,48.2,1027394.71,NA,NA,NA,organic,TotalUS
12/11/2023,1126142449,111634.82,21868.12,63004.48,1.02,22134.12,NA,NA,NA,conventional,Albany
12/11/2023,1129732564,616952.33,412721.88,60517.17,51.35,139781.2,NA,NA,NA,conventional,Atlanta
12/11/2023,1286652622,836530.62,302646.02,167379.92,944.7,287476.44,NA,NA,NA,conventional,BaltimoreWashington
12/11/2023,1005887289,266015.46,196850.98,7010.72,10.75,50539.79,NA,NA,NA,conventional,BirminghamMontgomery
12/11/2023,1055537462,112650.17,65965.17,28262.33,56.86,15504.89,NA,NA,NA,conventional,Boise
12/11/2023,1273837352,628030.9,55185.26,427397.36,232.08,135728.51,NA,NA,NA,conventional,Boston
12/11/2023,1081247849,161594.25,33206.27,45685.89,1078.86,75375.93,NA,NA,NA,conventional,BuffaloRochester
12/11/2023,1271865259,5146141.58,2881307.35,585161.59,506365.7,1044930.05,NA,NA,NA,conventional,California
12/11/2023,1231773913,306318.77,135366.06,45351.14,379.73,89747.77,NA,NA,NA,conventional,Charlotte
12/11/2023,1024986332,779816.72,417993.13,133785.96,42901.34,173611.98,NA,NA,NA,conventional,Chicago
12/11/2023,1041322439,290102.68,138159.73,109808.24,620.47,37799.71,NA,NA,NA,conventional,CincinnatiDayton
12/11/2023,1109509415,228032.72,143474.62,37626.75,739.92,42161.92,NA,NA,NA,conventional,Columbus
12/11/2023,0.782456697,1382902.44,719900.7,138961.96,1074.36,438380.43,NA,NA,NA,conventional,DallasFtWorth
12/11/2023,1249114568,829039.35,384200.5,192340.16,16679.58,211566.33,NA,NA,NA,conventional,Denver
12/11/2023,1109840421,375682.02,188704.44,84445.11,5118.4,94795.25,NA,NA,NA,conventional,Detroit
12/11/2023,1090523514,152075.15,30682.03,64227.62,6198.69,48311.5,NA,NA,NA,conventional,GrandRapids
12/11/2023,1041102931,3496644.44,1763099.2,849005.43,73881.01,766389.1,NA,NA,NA,conventional,GreatLakes
12/11/2023,1177961619,342765.27,148935.25,95783.91,9442.98,77309.62,NA,NA,NA,conventional,HarrisburgScranton
12/11/2023,1305677083,309241.86,20106.63,215390.02,88,66101.99,NA,NA,NA,conventional,HartfordSpringfield
12/11/2023,0.860318413,848121.5,495550.53,90296.65,171.18,141017.91,NA,NA,NA,conventional,Houston
12/11/2023,1007046606,248473.35,134172.38,60801,722.51,50811.94,NA,NA,NA,conventional,Indianapolis
12/11/2023,1102959814,198836.87,129475,3037.19,14.41,64300,NA,NA,NA,conventional,Jacksonville
12/11/2023,1154030307,333131.19,159014.11,56113.74,6929,102302.64,NA,NA,NA,conventional,LasVegas
12/11/2023,1277960381,2541515.16,1414053.08,157751.7,393133.78,508841.94,NA,NA,NA,conventional,LosAngeles
12/11/2023,0.929472381,129190.6,66814.97,19694.1,104.42,38071.11,NA,NA,NA,conventional,Louisville
12/11/2023,11097911,913506.09,594204.67,11766.1,45.26,268635.2,NA,NA,NA,conventional,MiamiFtLauderdale
12/11/2023,1110434454,3539775.61,1690645.71,581925.74,4471.63,965430.68,NA,NA,NA,conventional,Midsouth
12/11/2023,1012556179,273376.31,150284.65,29633.32,3.35,82771.77,NA,NA,NA,conventional,Nashville
12/11/2023,1149361898,475372.92,117156.68,270363.36,69.56,79109.15,NA,NA,NA,conventional,NorthernNewEngland
12/11/2023,0.735215989,278166.65,194856.69,3943.13,2.83,24034.33,NA,NA,NA,conventional,NewOrleans
12/11/2023,1266275346,1804865.86,170091.04,1123280.56,581.36,447046.96,NA,NA,NA,conventional,NewYork
12/11/2023,121779645,5073319.54,883763.85,2768914.02,20329.28,1244255.46,NA,NA,NA,conventional,Northeast
12/11/2023,1051212869,513850.62,294388.42,9432.93,6.76,189629.71,NA,NA,NA,conventional,Orlando
12/11/2023,0.942838059,109398.08,64020.5,16488.54,436.99,27129.52,NA,NA,NA,conventional,PeoriaSpringfield
12/11/2023,1117353418,553127.9,162088.66,201316.63,7226.44,165757.98,NA,NA,NA,conventional,Philadelphia
12/11/2023,1019820011,1071933.51,688743.01,153192.85,15687.98,194392.53,NA,NA,NA,conventional,PhoenixTucson
12/11/2023,12353572,111710.03,59327.26,3671.56,54.73,41499.23,NA,NA,NA,conventional,Pittsburgh
12/11/2023,0.95761677,1877237.09,1083969.54,295670.77,8598.88,333798.56,NA,NA,NA,conventional,Plains
12/11/2023,1053460154,633733.64,425627.71,105913.24,22817.71,63786.46,NA,NA,NA,conventional,Portland
12/11/2023,132758235,88710.74,6177.91,66437.26,122.81,14841.34,NA,NA,NA,conventional,Providence
12/11/2023,1171952651,371905.54,162809.64,60204.82,237.32,104443.76,NA,NA,NA,conventional,RaleighGreensboro
12/11/2023,1021628167,275718.19,137099.78,51874.9,92.53,64162.4,NA,NA,NA,conventional,RichmondNorfolk
12/11/2023,0.899367508,183466.66,111300.26,22812.66,328.84,37463.58,NA,NA,NA,conventional,Roanoke
12/11/2023,1164868153,418387.47,205200.7,88580.93,2956.95,117049.56,NA,NA,NA,conventional,Sacramento
12/11/2023,12790937,460934.51,248029.07,49883.72,52036.5,102455.93,NA,NA,NA,conventional,SanDiego
12/11/2023,1360348722,639575.74,407951.63,97564.7,5048.85,110259.23,NA,NA,NA,conventional,SanFrancisco
12/11/2023,1377906102,497317.84,290270.82,97435.8,11557.75,76678.34,NA,NA,NA,conventional,Seattle
12/11/2023,111428808,443490.45,244462.4,42581.27,73.61,118950.07,NA,NA,NA,conventional,SouthCarolina
12/11/2023,0.830802612,4972197.51,2829400.57,414251.56,9302.06,1124066.27,NA,NA,NA,conventional,SouthCentral
12/11/2023,1069054328,4685553.33,3009044.64,214554.7,403.94,1260227.43,NA,NA,NA,conventional,Southeast
12/11/2023,1183999929,73571.98,46305.03,12814.26,347.13,11656.21,NA,NA,NA,conventional,Spokane
12/11/2023,0.934590295,191918.09,126894.3,13426.82,40.42,46678.97,NA,NA,NA,conventional,StLouis
12/11/2023,11081684,75629.77,12384.46,33351.56,247.94,27027.79,NA,NA,NA,conventional,Syracuse
12/11/2023,1015966672,567634.22,363065.8,11425.09,26.98,169082.01,NA,NA,NA,conventional,Tampa
12/11/2023,1009409571,121716.2,74450.96,23842.98,1178.34,21348.58,NA,NA,NA,conventional,Toledo
12/11/2023,1107723146,6010407.16,3446146.41,1069748.6,103248.98,1201731,NA,NA,NA,conventional,West
12/11/2023,0.892106285,806046.63,426792.67,57813.25,5320.96,243947.72,NA,NA,NA,conventional,WestTexNewMexico
12/11/2023,0.93272305,96067.35,53760.99,16963.08,4.73,13947.82,NA,NA,NA,conventional,Wichita
12/11/2023,10887558,34801276.26,17587377.27,6779232.4,726601.47,7940828.56,NA,NA,NA,conventional,TotalUS
12/11/2023,1571008594,3265.95,236.64,293.95,0,2591.16,NA,NA,NA,organic,Albany
12/11/2023,1144674759,64861.73,16.98,10621.2,0,54223.54,NA,NA,NA,organic,Atlanta
12/11/2023,1803308405,54922.18,334.48,7576.95,2.31,38250.43,NA,NA,NA,organic,BaltimoreWashington
12/11/2023,1211124241,18693.43,60.56,434.42,0,18198.45,NA,NA,NA,organic,BirminghamMontgomery
12/11/2023,2056801922,5361.87,428.23,2734.27,0,2199.38,NA,NA,NA,organic,Boise
12/11/2023,1683860499,29482.75,254.67,1464.91,0,18688.01,NA,NA,NA,organic,Boston
12/11/2023,1599599182,13558.39,435.7,92.42,0,12932.63,NA,NA,NA,organic,BuffaloRochester
12/11/2023,1717385368,290836.96,125847.05,10813.1,0,142127.22,NA,NA,NA,organic,California
12/11/2023,1602960624,29320.26,31.88,2727.38,4.4,26556.59,NA,NA,NA,organic,Charlotte
12/11/2023,1478753534,59416.83,441.05,26490.51,0,29420.31,NA,NA,NA,organic,Chicago
12/11/2023,2173692925,14388.71,39.18,7200.06,0,7127.41,NA,NA,NA,organic,CincinnatiDayton
12/11/2023,1726841738,11894.62,914.73,3225.88,0,7634.31,NA,NA,NA,organic,Columbus
12/11/2023,1213743216,52337.11,17593,655.18,0,31364.18,NA,NA,NA,organic,DallasFtWorth
12/11/2023,1335851797,43333.52,22808.73,688.08,0,18233.36,NA,NA,NA,organic,Denver
12/11/2023,1872875299,14063.11,374.12,5265.85,0,8048.29,NA,NA,NA,organic,Detroit
12/11/2023,1464857087,4243.98,56.42,420.15,0,3621.69,NA,NA,NA,organic,GrandRapids
12/11/2023,1656425456,167964.2,5574.55,58184.31,0,98188.24,NA,NA,NA,organic,GreatLakes
12/11/2023,1045770479,31500.51,152.79,531.25,0,30429.94,NA,NA,NA,organic,HarrisburgScranton
12/11/2023,1860566795,15466.63,397.94,4144.8,0,5514.4,NA,NA,NA,organic,HartfordSpringfield
12/11/2023,1106680464,34002.78,16890.53,100.29,0,16498.51,NA,NA,NA,organic,Houston
12/11/2023,1820296632,8740.17,173.19,2795.67,0,5160.22,NA,NA,NA,organic,Indianapolis
12/11/2023,1932373299,7126.79,66.36,152.5,0,6907.93,NA,NA,NA,organic,Jacksonville
12/11/2023,1390319052,21155.95,5156.64,3646.3,0,12022.26,NA,NA,NA,organic,LasVegas
12/11/2023,159535344,143042.58,62525.52,4305.53,0,66257.58,NA,NA,NA,organic,LosAngeles
12/11/2023,1756742073,8115.16,36.18,3163.8,0,4908.88,NA,NA,NA,organic,Louisville
12/11/2023,1646377538,41695.43,289.53,353.85,0,41052.05,NA,NA,NA,organic,MiamiFtLauderdale
12/11/2023,1599475239,281878.33,1199.43,44263.11,10.11,225785.45,NA,NA,NA,organic,Midsouth
12/11/2023,1822475215,22130.53,60.52,8014.52,0,13816.08,NA,NA,NA,organic,Nashville
12/11/2023,1674892991,13124.64,2085.44,365.76,0,10559.12,NA,NA,NA,organic,NorthernNewEngland
12/11/2023,1295913143,13208.91,286.53,23.16,0,12899.22,NA,NA,NA,organic,NewOrleans
12/11/2023,1423616836,128635.62,5830.84,9177.93,0,82871.69,NA,NA,NA,organic,NewYork
12/11/2023,1441629942,314947.72,13666.17,20929.37,0,225333.25,NA,NA,NA,organic,Northeast
12/11/2023,1693062579,22042.14,212.44,57.75,0,21771.95,NA,NA,NA,organic,Orlando
12/11/2023,1731154828,3063.48,13.24,995.79,0,1947.34,NA,NA,NA,organic,PeoriaSpringfield
12/11/2023,1260267905,46203.24,1388.06,3750.28,0,36967.06,NA,NA,NA,organic,Philadelphia
12/11/2023,1386904495,36327.52,8882.14,6666.84,0,19442.94,NA,NA,NA,organic,PhoenixTucson
12/11/2023,1664562652,4589.34,1488.44,7.02,0,2700.14,NA,NA,NA,organic,Pittsburgh
12/11/2023,1382994948,63143.7,16845.42,2855.41,0,35167.37,NA,NA,NA,organic,Plains
12/11/2023,2195942121,28776.5,6.62,17459.27,0,10964.12,NA,NA,NA,organic,Portland
12/11/2023,1582907859,4063.31,2.81,21.07,0,2117.14,NA,NA,NA,organic,Providence
12/11/2023,1529554699,33618.37,321.78,2069.73,3.18,30820.49,NA,NA,NA,organic,RaleighGreensboro
12/11/2023,1528740497,23753.15,9.92,3262.35,0,20323.38,NA,NA,NA,organic,RichmondNorfolk
12/11/2023,1577495505,11974.91,4.59,2697.1,0,9273.21,NA,NA,NA,organic,Roanoke
12/11/2023,177207423,14876.25,4687.52,1147.83,0,9040.9,NA,NA,NA,organic,Sacramento
12/11/2023,1857768022,24135.33,12723.87,772.89,0,8641.47,NA,NA,NA,organic,SanDiego
12/11/2023,199087011,54190.59,23530.43,2484.84,0,28175.33,NA,NA,NA,organic,SanFrancisco
12/11/2023,2408158671,53250.15,834.91,40986.25,15.74,10405.24,NA,NA,NA,organic,Seattle
12/11/2023,1397248308,39666.15,382,3385.38,0,35898.77,NA,NA,NA,organic,SouthCarolina
12/11/2023,1226549264,205239.77,55802.81,5096.03,0,139058.37,NA,NA,NA,organic,SouthCentral
12/11/2023,1384744854,292350.54,1477.58,19827.68,0,271042.12,NA,NA,NA,organic,Southeast
12/11/2023,2266766983,3984.26,96.35,2089.25,0,1726.22,NA,NA,NA,organic,Spokane
12/11/2023,1843306554,6356.83,1415.39,2113.26,0,2434.43,NA,NA,NA,organic,StLouis
12/11/2023,1580241996,5084.19,161.64,132.36,0,4648.88,NA,NA,NA,organic,Syracuse
12/11/2023,1561133156,20484.85,204.83,55.65,0,20224.36,NA,NA,NA,organic,Tampa
12/11/2023,173966277,4716.06,55.65,1483.51,0,3176.91,NA,NA,NA,organic,Toledo
12/11/2023,1751782432,305002.35,68887.94,98485.43,16.02,132002.82,NA,NA,NA,organic,West
12/11/2023,1438131839,34397.15,14219.63,1175.38,0,18498.14,NA,NA,NA,organic,WestTexNewMexico
12/11/2023,1294230608,3618.31,1600.59,8.52,0,1911.55,NA,NA,NA,organic,Wichita
12/11/2023,154098246,1921363.57,289300.95,260454.44,26.13,1268704.83,NA,NA,NA,organic,TotalUS
19/11/2023,1080823278,104269.31,27348.67,54603.69,0,18150.84,NA,NA,NA,conventional,Albany
19/11/2023,1180458944,569477.27,376974.64,59312.48,59.34,129644.3,NA,NA,NA,conventional,Atlanta
19/11/2023,1317365966,782299.49,273565.23,150931.15,861.59,277778.37,NA,NA,NA,conventional,BaltimoreWashington
19/11/2023,0.996200045,263442.44,198824.6,6259,9.99,47023.72,NA,NA,NA,conventional,BirminghamMontgomery
19/11/2023,126081035,89787.28,49139.02,23003.68,57.39,14981.49,NA,NA,NA,conventional,Boise
19/11/2023,1336351279,520829.33,57256.2,318133.97,110.32,135532.95,NA,NA,NA,conventional,Boston
19/11/2023,1083305016,149168.09,24908.63,42397.17,1131.22,74721.99,NA,NA,NA,conventional,BuffaloRochester
19/11/2023,1265614712,4830054.67,2776560.23,576379.83,401541.27,933087.39,NA,NA,NA,conventional,California
19/11/2023,122401485,298182.85,133987.83,45244.38,231.62,85163.13,NA,NA,NA,conventional,Charlotte
19/11/2023,1150265272,724073.46,368058.04,122764.89,54194.81,162939.29,NA,NA,NA,conventional,Chicago
19/11/2023,1107206213,246603.42,106155.35,97834.26,351.6,38352.99,NA,NA,NA,conventional,CincinnatiDayton
19/11/2023,1192315214,189988.02,107820.86,31901.7,535.93,45207.56,NA,NA,NA,conventional,Columbus
19/11/2023,0.881974891,1126153.19,560599.46,141592.76,1385.28,272787.6,NA,NA,NA,conventional,DallasFtWorth
19/11/2023,1281901865,736947.52,300982.79,205755.31,16598.21,190398.95,NA,NA,NA,conventional,Denver
19/11/2023,1209520389,313650.81,126273.65,81174.5,3801.45,99692.11,NA,NA,NA,conventional,Detroit
19/11/2023,1222240538,129951.39,30931.15,40441.25,4888.59,52175.1,NA,NA,NA,conventional,GrandRapids
19/11/2023,1109582857,3085128,1484499.84,707233.82,75209.05,763239.3,NA,NA,NA,conventional,GreatLakes
19/11/2023,1238697245,295387.59,114095.77,77402.33,11765.87,79383.88,NA,NA,NA,conventional,HarrisburgScranton
19/11/2023,1436679272,265083.71,15807.45,180418.97,123.13,60821.35,NA,NA,NA,conventional,HartfordSpringfield
19/11/2023,0.921585247,750178.58,425549.97,107556.23,215.52,76682.38,NA,NA,NA,conventional,Houston
19/11/2023,1027208143,211873.75,103877.23,51701.09,658.65,53654.19,NA,NA,NA,conventional,Indianapolis
19/11/2023,1066919004,198070.42,130386.43,4216.52,11.86,61677.69,NA,NA,NA,conventional,Jacksonville
19/11/2023,1185134795,306160.31,127545.43,62717.21,13367.04,94277.2,NA,NA,NA,conventional,LasVegas
19/11/2023,1239045275,2440206.46,1370744.39,202894,314075.59,478051.7,NA,NA,NA,conventional,LosAngeles
19/11/2023,1034257639,116834.52,49167.66,24002.03,87.56,38317.2,NA,NA,NA,conventional,Louisville
19/11/2023,1092049658,915983.91,587113.38,10803.71,148.04,279243.26,NA,NA,NA,conventional,MiamiFtLauderdale
19/11/2023,1146193337,3334202.17,1527455.73,571765.01,4716.76,930925.73,NA,NA,NA,conventional,Midsouth
19/11/2023,1046329568,257556.69,131259.77,34825.92,1.12,81030.31,NA,NA,NA,conventional,Nashville
19/11/2023,1058911415,474067.91,151553.48,252631.22,27.43,58662.55,NA,NA,NA,conventional,NorthernNewEngland
19/11/2023,0.810266282,253202.96,180117.15,3274.76,14.17,16285.91,NA,NA,NA,conventional,NewOrleans
19/11/2023,1424740235,1417994.46,138443.77,775203.29,1360.67,436578.69,NA,NA,NA,conventional,NewYork
19/11/2023,1290033081,4280201.31,797416.66,2099912.15,25875.56,1195685.15,NA,NA,NA,conventional,Northeast
19/11/2023,102198407,506661.59,288427.19,11817.21,16.49,186864.7,NA,NA,NA,conventional,Orlando
19/11/2023,0.967883467,91939.47,52654.5,12766.12,351.28,24989.23,NA,NA,NA,conventional,PeoriaSpringfield
19/11/2023,1193375408,462050.21,123970.72,150998.43,9494.96,162854.06,NA,NA,NA,conventional,Philadelphia
19/11/2023,1089356901,979465.15,609553.82,165082.02,17598.91,172409.49,NA,NA,NA,conventional,PhoenixTucson
19/11/2023,1258218513,107343.96,57150.01,3632.94,64.89,40382.71,NA,NA,NA,conventional,Pittsburgh
19/11/2023,1001242745,1610928.13,907982.8,215870.77,6003.97,353195.38,NA,NA,NA,conventional,Plains
19/11/2023,1237129347,487340.14,300078.62,82150.83,26590.15,64401.39,NA,NA,NA,conventional,Portland
19/11/2023,1424084896,67750.36,4913.97,46283.58,15.56,15402.39,NA,NA,NA,conventional,Providence
19/11/2023,1152918046,370484.31,175784.3,57743.44,299.34,94089,NA,NA,NA,conventional,RaleighGreensboro
19/11/2023,1079318907,258309.98,118405.07,52173.75,59.66,62651.96,NA,NA,NA,conventional,RichmondNorfolk
19/11/2023,1014555363,158347.74,81659.19,26687.43,495.44,37724.83,NA,NA,NA,conventional,Roanoke
19/11/2023,1216699006,377083.11,184081.56,93364.91,2540.85,91991.73,NA,NA,NA,conventional,Sacramento
19/11/2023,1216340629,462170.9,262546.07,52640.95,40189.09,95948.86,NA,NA,NA,conventional,SanDiego
19/11/2023,1449890422,561796.75,382709.72,61606.39,4532.38,93871.05,NA,NA,NA,conventional,SanFrancisco
19/11/2023,137185509,452804.46,275002.12,89987.31,7747.71,57888.67,NA,NA,NA,conventional,Seattle
19/11/2023,1115326719,424672.9,228149.06,48780.8,99.33,110624.14,NA,NA,NA,conventional,SouthCarolina
19/11/2023,0.875606525,4320056.21,2409576.79,427739.21,11245.47,792240.82,NA,NA,NA,conventional,SouthCentral
19/11/2023,1070473708,4596304.3,2930645.61,223762.76,497.18,1239458.62,NA,NA,NA,conventional,Southeast
